id,date,state_name,state_code,region,wind_energy,solar_energy,other_renewable_energy,total_renewable_energy
388,09-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
389,09-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
390,09-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
391,09-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
392,09-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
393,09-06-2020,Puducherry,34,Southern Region,0,0,0,0
394,09-06-2020,Punjab,3,Northern Region,0,3.7,0,3.7
395,09-06-2020,Rajasthan,8,Northern Region,22.12,18.25,4.42,44.79
396,09-06-2020,Sikkim,11,Eastern Region,0,0,0,0
397,09-06-2020,Tamil Nadu,33,Southern Region,75.29,16.6,0,91.89
398,09-06-2020,Telangana,36,Southern Region,0.9,21.01,0,21.91
399,09-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
400,09-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
401,09-06-2020,Uttar Pradesh,9,Northern Region,0,6.3,4.8,11.1
402,09-06-2020,Uttarakhand,5,Northern Region,0,0.77,0,0.77
403,09-06-2020,West Bengal,19,Eastern Region,0,0,2.8,2.8
404,10-06-2020,All India,99,None,258.95,110.88,29.94,399.77
405,10-06-2020,Andhra Pradesh,28,Southern Region,42.38,3.96,0,46.34
406,10-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
407,10-06-2020,Assam,18,North-Eastern Region,0,0,0,0
408,10-06-2020,Bihar,10,Eastern Region,0,0,0.64,0.64
409,10-06-2020,Chandigarh,4,Northern Region,0,0,0,0
410,10-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
411,10-06-2020,Delhi,7,Northern Region,0,0,1.01,1.01
412,10-06-2020,Goa,30,Western Region,0,0,0,0
413,10-06-2020,Gujarat,24,Western Region,28.6,10.1,0.3,39
414,10-06-2020,Haryana,6,Northern Region,0,0.14,0.94,1.08
415,10-06-2020,Himachal Pradesh,2,Northern Region,0,0,12.41,12.41
416,10-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
417,10-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
418,10-06-2020,Karnataka,29,Southern Region,37.26,23.54,2.54,63.34
419,10-06-2020,Kerala,32,Southern Region,0.78,0.26,0,1.04
420,10-06-2020,Madhya Pradesh,23,Western Region,14.1,6.4,0.1,20.6
421,10-06-2020,Maharashtra,27,Western Region,32.4,7,0,39.4
422,10-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
423,10-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
424,10-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
425,10-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
426,10-06-2020,Odisha,21,Eastern Region,0,0,1.36,1.36
427,10-06-2020,Puducherry,34,Southern Region,0,0,0,0
428,10-06-2020,Punjab,3,Northern Region,0,3.42,3.32,6.74
429,10-06-2020,Rajasthan,8,Northern Region,27.56,19.28,4.44,51.28
430,10-06-2020,Sikkim,11,Eastern Region,0,0,0,0
431,10-06-2020,Tamil Nadu,33,Southern Region,75.33,16.11,0,91.44
432,10-06-2020,Telangana,36,Southern Region,0.54,14.44,0,14.98
433,10-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
434,10-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
435,10-06-2020,Uttar Pradesh,9,Northern Region,0,5.4,0,5.4
436,10-06-2020,Uttarakhand,5,Northern Region,0,0.73,0,0.73
437,10-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
438,11-06-2020,All India,99,None,257.17,86.38,31.71,375.26
439,11-06-2020,Andhra Pradesh,28,Southern Region,45.46,2.35,0,47.81
440,11-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
441,11-06-2020,Assam,18,North-Eastern Region,0,0,0,0
442,11-06-2020,Bihar,10,Eastern Region,0,0,0.64,0.64
443,11-06-2020,Chandigarh,4,Northern Region,0,0,0,0
444,11-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
445,11-06-2020,Delhi,7,Northern Region,0,0,0.52,0.52
446,11-06-2020,Goa,30,Western Region,0,0,0,0
447,11-06-2020,Gujarat,24,Western Region,18.6,8.6,0.2,27.4
448,11-06-2020,Haryana,6,Northern Region,0,0.15,0.48,0.63
449,11-06-2020,Himachal Pradesh,2,Northern Region,0,0,12.84,12.84
450,11-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
451,11-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
452,11-06-2020,Karnataka,29,Southern Region,44.22,13.44,3.35,61.01
453,11-06-2020,Kerala,32,Southern Region,0.68,0.22,0,0.9
454,11-06-2020,Madhya Pradesh,23,Western Region,11.1,7.4,0.2,18.7
455,11-06-2020,Maharashtra,27,Western Region,29.1,5.5,0,34.6
456,11-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
457,11-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
458,11-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
459,11-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
460,11-06-2020,Odisha,21,Eastern Region,0,0,1.36,1.36
461,11-06-2020,Puducherry,34,Southern Region,0,0,0,0
462,11-06-2020,Punjab,3,Northern Region,0,4.3,3.32,7.62
463,11-06-2020,Rajasthan,8,Northern Region,30.8,18.85,4.52,54.17
464,11-06-2020,Sikkim,11,Eastern Region,0,0,0,0
465,11-06-2020,Tamil Nadu,33,Southern Region,76.4,10.95,0,87.35
466,11-06-2020,Telangana,36,Southern Region,0.81,8.91,0,9.72
467,11-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
468,11-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
469,11-06-2020,Uttar Pradesh,9,Northern Region,0,4.9,1.4,6.3
470,11-06-2020,Uttarakhand,5,Northern Region,0,0.71,0,0.71
471,11-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
472,12-06-2020,All India,99,None,236.39,96.81,32.43,365.63
473,12-06-2020,Andhra Pradesh,28,Southern Region,44.36,4.36,0,48.72
474,12-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
475,12-06-2020,Assam,18,North-Eastern Region,0,0,0,0
476,12-06-2020,Bihar,10,Eastern Region,0,0,0.57,0.57
477,12-06-2020,Chandigarh,4,Northern Region,0,0,0,0
478,12-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
479,12-06-2020,Delhi,7,Northern Region,0,0,0.52,0.52
480,12-06-2020,Goa,30,Western Region,0,0,0,0
481,12-06-2020,Gujarat,24,Western Region,15.2,9.9,0.3,25.4
482,12-06-2020,Haryana,6,Northern Region,0,0.13,0.75,0.88
483,12-06-2020,Himachal Pradesh,2,Northern Region,0,0,12.95,12.95
484,12-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
485,12-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
486,12-06-2020,Karnataka,29,Southern Region,54.87,15.39,3.76,74.02
487,12-06-2020,Kerala,32,Southern Region,0.68,0.35,0,1.03
488,12-06-2020,Madhya Pradesh,23,Western Region,13.2,7,0.2,20.4
489,12-06-2020,Maharashtra,27,Western Region,15.6,4.7,0,20.3
490,12-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
491,12-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
492,12-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
493,12-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
494,12-06-2020,Odisha,21,Eastern Region,0,0,1.36,1.36
495,12-06-2020,Puducherry,34,Southern Region,0,0,0,0
496,12-06-2020,Punjab,3,Northern Region,0,3.55,3.32,6.87
497,12-06-2020,Rajasthan,8,Northern Region,20.61,17.96,4.38,42.95
498,12-06-2020,Sikkim,11,Eastern Region,0,0,0,0
499,12-06-2020,Tamil Nadu,33,Southern Region,70.86,17.8,0,88.66
500,12-06-2020,Telangana,36,Southern Region,1.01,10.03,0,11.04
501,12-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
502,12-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
503,12-06-2020,Uttar Pradesh,9,Northern Region,0,4.84,1.44,6.28
504,12-06-2020,Uttarakhand,5,Northern Region,0,0.7,0,0.7
505,12-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
506,13-06-2020,All India,99,None,227.03,98.13,34.35,359.51
507,13-06-2020,Andhra Pradesh,28,Southern Region,51.22,1.89,0,53.11
508,13-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
509,13-06-2020,Assam,18,North-Eastern Region,0,0,0,0
510,13-06-2020,Bihar,10,Eastern Region,0,0,0.41,0.41
511,13-06-2020,Chandigarh,4,Northern Region,0,0,0,0
512,13-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
513,13-06-2020,Delhi,7,Northern Region,0,0,0.94,0.94
514,13-06-2020,Goa,30,Western Region,0,0,0,0
515,13-06-2020,Gujarat,24,Western Region,8.3,8.4,0.3,17
516,13-06-2020,Haryana,6,Northern Region,0,0.13,0.67,0.8
517,13-06-2020,Himachal Pradesh,2,Northern Region,0,0,13.44,13.44
518,13-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
519,13-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
520,13-06-2020,Karnataka,29,Southern Region,50.81,20.33,5.2,76.34
521,13-06-2020,Kerala,32,Southern Region,0.42,0.32,0,0.74
522,13-06-2020,Madhya Pradesh,23,Western Region,10.7,6,0.1,16.8
523,13-06-2020,Maharashtra,27,Western Region,17.8,5.2,0,23
524,13-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
525,13-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
526,13-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
527,13-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
528,13-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
529,13-06-2020,Puducherry,34,Southern Region,0,0,0,0
530,13-06-2020,Punjab,3,Northern Region,0,3.73,3.32,7.05
531,13-06-2020,Rajasthan,8,Northern Region,21.69,12.64,4.28,38.61
532,13-06-2020,Sikkim,11,Eastern Region,0,0,0,0
533,13-06-2020,Tamil Nadu,33,Southern Region,65.29,18.17,0,83.46
534,13-06-2020,Telangana,36,Southern Region,0.8,15.65,0,16.45
535,13-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
536,13-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
537,13-06-2020,Uttar Pradesh,9,Northern Region,0,4.94,1.44,6.38
538,13-06-2020,Uttarakhand,5,Northern Region,0,0.63,0,0.63
539,13-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
540,14-06-2020,All India,99,None,236.97,108.05,34.4,379.42
541,14-06-2020,Andhra Pradesh,28,Southern Region,49.67,7.01,0,56.68
542,14-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
543,14-06-2020,Assam,18,North-Eastern Region,0,0,0,0
544,14-06-2020,Bihar,10,Eastern Region,0,0,0.39,0.39
545,14-06-2020,Chandigarh,4,Northern Region,0,0,0,0
546,14-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
547,14-06-2020,Delhi,7,Northern Region,0,0,0,0
548,14-06-2020,Goa,30,Western Region,0,0,0,0
549,14-06-2020,Gujarat,24,Western Region,16.2,7.7,0.2,24.1
550,14-06-2020,Haryana,6,Northern Region,0,0.15,0.67,0.82
551,14-06-2020,Himachal Pradesh,2,Northern Region,0,0.09,13.68,13.77
552,14-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
553,14-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
554,14-06-2020,Karnataka,29,Southern Region,48.98,21.67,5.9,76.55
555,14-06-2020,Kerala,32,Southern Region,0.72,0.21,0,0.93
556,14-06-2020,Madhya Pradesh,23,Western Region,5.8,6.7,0.1,12.6
557,14-06-2020,Maharashtra,27,Western Region,23.9,5.2,0,29.1
558,14-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
559,14-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
560,14-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
561,14-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
562,14-06-2020,Odisha,21,Eastern Region,0,0,1.38,1.38
563,14-06-2020,Puducherry,34,Southern Region,0,0,0,0
564,14-06-2020,Punjab,3,Northern Region,0,3.9,3.32,7.22
565,14-06-2020,Rajasthan,8,Northern Region,4.21,17.85,4.44,26.5
566,14-06-2020,Sikkim,11,Eastern Region,0,0,0,0
567,14-06-2020,Tamil Nadu,33,Southern Region,86.48,16.76,0,103.24
568,14-06-2020,Telangana,36,Southern Region,1.01,16.15,0,17.16
569,14-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
570,14-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
571,14-06-2020,Uttar Pradesh,9,Northern Region,0,3.82,1.44,5.26
572,14-06-2020,Uttarakhand,5,Northern Region,0,0.74,0,0.74
573,14-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
574,15-06-2020,All India,99,None,272.23,114.99,33.78,421
575,15-06-2020,Andhra Pradesh,28,Southern Region,56.29,7.98,0,64.27
576,15-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
577,15-06-2020,Assam,18,North-Eastern Region,0,0,0,0
578,15-06-2020,Bihar,10,Eastern Region,0,0,0.51,0.51
579,15-06-2020,Chandigarh,4,Northern Region,0,0,0,0
580,15-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
581,15-06-2020,Delhi,7,Northern Region,0,0,0.99,0.99
582,15-06-2020,Goa,30,Western Region,0,0,0,0
583,15-06-2020,Gujarat,24,Western Region,20.9,9.8,0.2,30.9
584,15-06-2020,Haryana,6,Northern Region,0,0.17,0.77,0.94
585,15-06-2020,Himachal Pradesh,2,Northern Region,0,0.09,13.51,13.6
586,15-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
587,15-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
588,15-06-2020,Karnataka,29,Southern Region,54.4,22.01,3.88,80.29
589,15-06-2020,Kerala,32,Southern Region,0.72,0.32,0,1.04
590,15-06-2020,Madhya Pradesh,23,Western Region,7.8,7.5,0.1,15.4
591,15-06-2020,Maharashtra,27,Western Region,33.5,4.8,0,38.3
592,15-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
593,15-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
594,15-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
595,15-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
596,15-06-2020,Odisha,21,Eastern Region,0,0,1.38,1.38
597,15-06-2020,Puducherry,34,Southern Region,0,0,0,0
598,15-06-2020,Punjab,3,Northern Region,0,4.47,3.7,8.17
599,15-06-2020,Rajasthan,8,Northern Region,11.05,18.37,4.46,33.88
600,15-06-2020,Sikkim,11,Eastern Region,0,0,0,0
601,15-06-2020,Tamil Nadu,33,Southern Region,86.12,19.05,0,105.17
602,15-06-2020,Telangana,36,Southern Region,1.45,15.6,0,17.05
603,15-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
604,15-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
605,15-06-2020,Uttar Pradesh,9,Northern Region,0,4,1.4,5.4
606,15-06-2020,Uttarakhand,5,Northern Region,0,0.73,0,0.73
607,15-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
608,16-06-2020,All India,99,None,281.84,107.65,32.65,422.14
609,16-06-2020,Andhra Pradesh,28,Southern Region,42.67,7.11,0,49.78
610,16-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
611,16-06-2020,Assam,18,North-Eastern Region,0,0,0,0
612,16-06-2020,Bihar,10,Eastern Region,0,0,0.41,0.41
613,16-06-2020,Chandigarh,4,Northern Region,0,0,0,0
614,16-06-2020,Chhattisgarh,22,Western Region,0,0.5,0,0.5
615,16-06-2020,Delhi,7,Northern Region,0,0,0.99,0.99
616,16-06-2020,Goa,30,Western Region,0,0,0,0
617,16-06-2020,Gujarat,24,Western Region,30.2,10.1,0.3,40.6
618,16-06-2020,Haryana,6,Northern Region,0,0.16,0.83,0.99
619,16-06-2020,Himachal Pradesh,2,Northern Region,0,0,13,13
620,16-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
621,16-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
622,16-06-2020,Karnataka,29,Southern Region,49.38,18.97,3.92,72.27
623,16-06-2020,Kerala,32,Southern Region,0.64,0.26,0,0.9
624,16-06-2020,Madhya Pradesh,23,Western Region,18.7,6.5,0.1,25.3
625,16-06-2020,Maharashtra,27,Western Region,21.7,5.3,0,27
626,16-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
627,16-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
628,16-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
629,16-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
630,16-06-2020,Odisha,21,Eastern Region,0,0,1.38,1.38
631,16-06-2020,Puducherry,34,Southern Region,0,0,0,0
632,16-06-2020,Punjab,3,Northern Region,0,4.49,3.32,7.81
633,16-06-2020,Rajasthan,8,Northern Region,31.03,18.2,4.2,53.43
634,16-06-2020,Sikkim,11,Eastern Region,0,0,0,0
635,16-06-2020,Tamil Nadu,33,Southern Region,86.1,18.26,0,104.36
636,16-06-2020,Telangana,36,Southern Region,1.42,12.56,0,13.98
637,16-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
638,16-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
639,16-06-2020,Uttar Pradesh,9,Northern Region,0,4.5,1.4,5.9
640,16-06-2020,Uttarakhand,5,Northern Region,0,0.74,0,0.74
641,16-06-2020,West Bengal,19,Eastern Region,0,0,2.8,2.8
642,17-06-2020,All India,99,None,311.26,106.11,33.5,450.87
643,17-06-2020,Andhra Pradesh,28,Southern Region,29.26,9.52,0,38.78
644,17-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
645,17-06-2020,Assam,18,North-Eastern Region,0,0,0,0
646,17-06-2020,Bihar,10,Eastern Region,0,0,0.47,0.47
647,17-06-2020,Chandigarh,4,Northern Region,0,0,0,0
648,17-06-2020,Chhattisgarh,22,Western Region,0,0.5,0,0.5
649,17-06-2020,Delhi,7,Northern Region,0,0,1,1
650,17-06-2020,Goa,30,Western Region,0,0,0,0
651,17-06-2020,Gujarat,24,Western Region,31,9.6,0.4,41
652,17-06-2020,Haryana,6,Northern Region,0,0.14,0.92,1.06
653,17-06-2020,Himachal Pradesh,2,Northern Region,0,0,12.87,12.87
654,17-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
655,17-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
656,17-06-2020,Karnataka,29,Southern Region,49.79,17.42,4.56,71.77
657,17-06-2020,Kerala,32,Southern Region,0.54,0.11,0,0.65
658,17-06-2020,Madhya Pradesh,23,Western Region,26.9,6.6,0.1,33.6
659,17-06-2020,Maharashtra,27,Western Region,31.8,3.5,0,35.3
660,17-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
661,17-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
662,17-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
663,17-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
664,17-06-2020,Odisha,21,Eastern Region,0,0,1.38,1.38
665,17-06-2020,Puducherry,34,Southern Region,0,0,0,0
666,17-06-2020,Punjab,3,Northern Region,0,4.15,3.32,7.47
667,17-06-2020,Rajasthan,8,Northern Region,54.86,18.65,4.28,77.79
668,17-06-2020,Sikkim,11,Eastern Region,0,0,0,0
669,17-06-2020,Tamil Nadu,33,Southern Region,85.86,18.7,0,104.56
670,17-06-2020,Telangana,36,Southern Region,1.25,12.43,0,13.68
671,17-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
672,17-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
673,17-06-2020,Uttar Pradesh,9,Northern Region,0,4.1,1.4,5.5
674,17-06-2020,Uttarakhand,5,Northern Region,0,0.69,0,0.69
675,17-06-2020,West Bengal,19,Eastern Region,0,0,2.8,2.8
676,18-06-2020,All India,99,None,329.74,107.99,33.19,470.92
677,18-06-2020,Andhra Pradesh,28,Southern Region,1.46,15.08,0,16.54
678,18-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
679,18-06-2020,Assam,18,North-Eastern Region,0,0,0,0
680,18-06-2020,Bihar,10,Eastern Region,0,0,0,0
681,18-06-2020,Chandigarh,4,Northern Region,0,0,0,0
682,18-06-2020,Chhattisgarh,22,Western Region,0,0.1,0,0.1
683,18-06-2020,Delhi,7,Northern Region,0,0,1.03,1.03
684,18-06-2020,Goa,30,Western Region,25.81,7.76,0,33.57
685,18-06-2020,Gujarat,24,Western Region,32,9.9,0.3,42.2
686,18-06-2020,Haryana,6,Northern Region,0,0.15,0.91,1.06
687,18-06-2020,Himachal Pradesh,2,Northern Region,0,0.08,12.95,13.03
688,18-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
689,18-06-2020,Jharkhand,20,Eastern Region,0,0,0.25,0.25
690,18-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
691,18-06-2020,Karnataka,29,Southern Region,0.57,0.24,0,0.81
692,18-06-2020,Kerala,32,Southern Region,78.36,17.69,0,96.05
693,18-06-2020,Madhya Pradesh,23,Western Region,25.2,7.4,0.1,32.7
694,18-06-2020,Maharashtra,27,Western Region,46,5.5,0,51.5
695,18-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
696,18-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
697,18-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
698,18-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
699,18-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
700,18-06-2020,Puducherry,34,Southern Region,0,0,0,0
701,18-06-2020,Punjab,3,Northern Region,0,3.75,3.32,7.07
702,18-06-2020,Rajasthan,8,Northern Region,63.03,15.92,4.21,83.16
703,18-06-2020,Sikkim,11,Eastern Region,0,0,0,0
704,18-06-2020,Tamil Nadu,33,Southern Region,0,0,0,0
705,18-06-2020,Telangana,36,Southern Region,57.31,19.19,4.43,80.93
706,18-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
707,18-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
708,18-06-2020,Uttar Pradesh,9,Northern Region,0,4.52,1.44,5.96
709,18-06-2020,Uttarakhand,5,Northern Region,0,0.71,0,0.71
710,18-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
711,19-06-2020,All India,99,None,343.6,113.45,32.49,489.54
712,19-06-2020,Andhra Pradesh,28,Southern Region,28.08,6.97,0,35.05
713,19-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
714,19-06-2020,Assam,18,North-Eastern Region,0,0,0,0
715,19-06-2020,Bihar,10,Eastern Region,0,0,0.29,0.29
716,19-06-2020,Chandigarh,4,Northern Region,0,0,0,0
717,19-06-2020,Chhattisgarh,22,Western Region,0,0.9,0,0.9
718,19-06-2020,Delhi,7,Northern Region,0,0,0.52,0.52
719,19-06-2020,Goa,30,Western Region,0,0,0,0
720,19-06-2020,Gujarat,24,Western Region,65,10.1,0.2,75.3
721,19-06-2020,Haryana,6,Northern Region,0,0.15,0.6,0.75
722,19-06-2020,Himachal Pradesh,2,Northern Region,0,0.08,12.43,12.51
723,19-06-2020,Jammu And Kashmir,1,Northern Region,0,0,0,0
724,19-06-2020,Jharkhand,20,Eastern Region,0,0,0,0
725,19-06-2020,Karnataka,29,Southern Region,45.15,21.79,5.2,72.14
726,19-06-2020,Kerala,32,Southern Region,0.55,0.38,0,0.93
727,19-06-2020,Madhya Pradesh,23,Western Region,26.8,6.9,0.2,33.9
728,19-06-2020,Maharashtra,27,Western Region,37.5,5.9,0,43.4
729,19-06-2020,Manipur,14,North-Eastern Region,0,0,0,0
730,19-06-2020,Meghalaya,17,North-Eastern Region,0,0,0,0
731,19-06-2020,Mizoram,15,North-Eastern Region,0,0,0,0
732,19-06-2020,Nagaland,13,North-Eastern Region,0,0,0,0
733,19-06-2020,Odisha,21,Eastern Region,0,0,1.37,1.37
734,19-06-2020,Puducherry,34,Southern Region,0,0,0,0
735,19-06-2020,Punjab,3,Northern Region,0,3.44,3.32,6.76
736,19-06-2020,Rajasthan,8,Northern Region,64.03,17.96,4.04,86.03
737,19-06-2020,Sikkim,11,Eastern Region,0,0,0,0
738,19-06-2020,Tamil Nadu,33,Southern Region,75.26,17.9,0,93.16
739,19-06-2020,Telangana,36,Southern Region,1.23,16.05,0,17.28
740,19-06-2020,The Dadra And Nagar Haveli And Daman And Diu,38,Western Region,0,0,0,0
741,19-06-2020,Tripura,16,North-Eastern Region,0,0,0,0
742,19-06-2020,Uttar Pradesh,9,Northern Region,0,4.26,1.44,5.7
743,19-06-2020,Uttarakhand,5,Northern Region,0,0.67,0,0.67
744,19-06-2020,West Bengal,19,Eastern Region,0,0,2.88,2.88
745,20-06-2020,All India,99,None,330.16,119.41,35.05,484.62
746,20-06-2020,Andhra Pradesh,28,Southern Region,31.73,7.85,0,39.58
747,20-06-2020,Arunachal Pradesh,12,North-Eastern Region,0,0,0,0
748,20-06-2020,Assam,18,North-Eastern Region,0,0,0,0
749,20-06-2020,Bihar,10,Eastern Region,0,0,0.74,0.74
750,20-06-2020,Chandigarh,4,Northern Region,0,0,0,0
751,20-06-2020,Chhattisgarh,22,Western Region,0,0,0,0
752,20-06-2020,Delhi,7,Northern Region,0,0,0.99,0.99
753,20-06-2020,Goa,30,Western Region,0,0,0,0
754,20-06-2020,Gujarat,24,Western Region,62.8,10.7,0.5,74
